MonitoringLocationIdentifier,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode
21NC01WQ-G8550000,Chromium,Total,,
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Iron,Total,67,ug/l
21NC01WQ-G8550000,Zinc,Total,14,ug/l
21NC01WQ-G8550000,Aluminum,Total,80,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Manganese,Total,,
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Lithium,Total,0,ug/l
21NC01WQ-G8550000,Lithium,Total,,
21NC01WQ-G8550000,Beryllium,Total,0,ug/l
21NC01WQ-G8550000,Beryllium,Total,,
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,3,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0.3,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,14,ug/l
21NC01WQ-G8600000,Copper,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0.3,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0.2,ug/l
21NC01WQ-G8550000,Copper,Total,2,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,3,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0.2,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,2,ug/l
21NC01WQ-G8600000,Copper,Total,3,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0.4,ug/l
21NC01WQ-G8600000,Copper,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Iron,Total,250,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,2,ug/l
21NC01WQ-G8600000,Copper,Total,3,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Manganese,Total,18,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,5,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Aluminum,Total,160,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,3,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Aluminum,Total,810,ug/l
21NC01WQ-G8550000,Iron,Total,690,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,7,ug/l
21NC01WQ-G8600000,Copper,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Aluminum,Total,800,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Iron,Total,1100,ug/l
21NC01WQ-G8600000,Iron,Total,660,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Aluminum,Total,770,ug/l
21NC01WQ-G8600000,Aluminum,Total,510,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Manganese,Total,40,ug/l
21NC01WQ-G8600000,Iron,Total,830,ug/l
21NC01WQ-G8600000,Copper,Total,5,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,0,ug/l
21NC01WQ-G8600000,Manganese,Total,12,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Iron,Total,170,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,4,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Aluminum,Total,110,ug/l
21NC01WQ-G8600000,Copper,Total,6,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,4,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Iron,Total,91,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,4,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Aluminum,Total,96,ug/l
21NC01WQ-G8550000,Aluminum,Total,270,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Iron,Total,100,ug/l
21NC01WQ-G8550000,Iron,Total,280,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Iron,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,21,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Aluminum,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Aluminum,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Manganese,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,0,ug/l
21NC01WQ-G8600000,Iron,Total,180,ug/l
21NC01WQ-G8600000,Iron,Total,270,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Aluminum,Total,140,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Manganese,Total,10,ug/l
21NC01WQ-G8600000,Manganese,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Iron,Total,280,ug/l
21NC01WQ-G8600000,Iron,Total,670,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,10,ug/l
21NC01WQ-G8600000,Copper,Total,4,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Aluminum,Total,200,ug/l
21NC01WQ-G8600000,Aluminum,Total,160,ug/l
21NC01WQ-G8600000,Aluminum,Total,250,ug/l
21NC01WQ-G8600000,Aluminum,Total,870,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,120,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Iron,Total,1100,ug/l
21NC01WQ-G8600000,Copper,Total,0,ug/l
21NC01WQ-G8600000,Aluminum,Total,190,ug/l
21NC01WQ-G8600000,Aluminum,Total,260,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,17,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Iron,Total,260,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Aluminum,Total,90,ug/l
21NC01WQ-G8600000,Aluminum,Total,87,ug/l
21NC01WQ-G8600000,Iron,Total,150,ug/l
21NC01WQ-G8600000,Iron,Total,280,ug/l
21NC01WQ-G8600000,Iron,Total,170,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,10,ug/l
21NC01WQ-G8600000,Iron,Total,270,ug/l
21NC01WQ-G8600000,Iron,Total,190,ug/l
21NC01WQ-G8600000,Copper,Total,5,ug/l
21NC01WQ-G8600000,Copper,Total,5,ug/l
21NC01WQ-G8600000,Copper,Total,3,ug/l
21NC01WQ-G8600000,Zinc,Total,12,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Aluminum,Total,580,ug/l
21NC01WQ-G8600000,Copper,Total,9,ug/l
21NC01WQ-G8600000,Aluminum,Total,100,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Nickel,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,20,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Chromium,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Cadmium,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8600000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Iron,Total,79,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,3,ug/l
21NC01WQ-G8550000,Iron,Total,230,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Aluminum,Total,0,ug/l
21NC01WQ-G8550000,Aluminum,Total,93,ug/l
21NC01WQ-G8550000,Aluminum,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Manganese,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Iron,Total,65,ug/l
21NC01WQ-G8550000,Iron,Total,380,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,3,ug/l
21NC01WQ-G8550000,Copper,Total,3,ug/l
21NC01WQ-G8550000,Iron,Total,100,ug/l
21NC01WQ-G8550000,Iron,Total,240,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Aluminum,Total,150,ug/l
21NC01WQ-G8550000,Aluminum,Total,80,ug/l
21NC01WQ-G8550000,Aluminum,Total,130,ug/l
21NC01WQ-G8550000,Aluminum,Total,140,ug/l
21NC01WQ-G8550000,Aluminum,Total,86,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,12,ug/l
21NC01WQ-G8550000,Zinc,Total,88,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Iron,Total,170,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,7,ug/l
21NC01WQ-G8550000,Iron,Total,130,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Lead,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Iron,Total,100,ug/l
21NC01WQ-G8550000,Iron,Total,94,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Iron,Total,120,ug/l
21NC01WQ-G8550000,Copper,Total,2,ug/l
21NC01WQ-G8550000,Copper,Total,2,ug/l
21NC01WQ-G8550000,Zinc,Total,66,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Mercury,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,220,ug/l
21NC01WQ-G8550000,Aluminum,Total,210,ug/l
21NC01WQ-G8550000,Aluminum,Total,120,ug/l
21NC01WQ-G8550000,Aluminum,Total,410,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Nickel,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Cadmium,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Chromium,Total,0,ug/l
21NC01WQ-G8550000,Zinc,Total,0,ug/l
21NC01WQ-G8550000,Copper,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,0,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Copper,Total,3,ug/l
21NC01WQ-G8600000,Lead,Total,0,ug/l
21NC01WQ-G8600000,Iron,Total,1300,ug/l
21NC01WQ-G8600000,Copper,Total,9,ug/l
21NC01WQ-G8600000,Iron,Total,150,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
21NC01WQ-G8600000,Mercury,Total,0,ug/l
