Number,Species,Plot_Trans_Survey,Date,Lat,Long
4,PJOR,30-2-6/17/2012,06/17/2012,35.616467,-83.420359
6,PJOR,31-2-6/17/2012,06/17/2012,35.615008,-83.423344
2,PJOR,31-2-6/17/2012,06/17/2012,35.615008,-83.423344
1,PJOR,31-2-6/17/2012,06/17/2012,35.615008,-83.423344
2,PJOR,31-2-6/17/2012,06/17/2012,35.615008,-83.423344
1,PJOR,31-2-6/17/2012,06/17/2012,35.615008,-83.423344
2,DIMI,24-2-6/17/2012,06/17/2012,35.589647,-83.470012
2,DOCO,24-2-6/17/2012,06/17/2012,35.589647,-83.470012
3,EWIL,24-2-6/17/2012,06/17/2012,35.589647,-83.470012
3,PJOR,24-2-6/17/2012,06/17/2012,35.589647,-83.470012
1,DWRI,24-2-6/17/2012,06/17/2012,35.589647,-83.470012
1,EWIL,24-2-6/17/2012,06/17/2012,35.589647,-83.470012
1,EWIL,24-2-6/17/2012,06/17/2012,35.589647,-83.470012
1,DWRI,24-2-6/17/2012,06/17/2012,35.589647,-83.470012
1,PJOR,24-2-6/17/2012,06/17/2012,35.589647,-83.470012
2,DWRI,24-2-6/17/2012,06/17/2012,35.589647,-83.470012
1,DSAN,24-2-6/17/2012,06/17/2012,35.589647,-83.470012
2,DOCO,24-6-6/17/2012,06/17/2012,35.5907,-83.469947
3,PJOR,24-6-6/17/2012,06/17/2012,35.5907,-83.469947
1,EWIL,24-6-6/17/2012,06/17/2012,35.5907,-83.469947
2,PJOR,24-6-6/17/2012,06/17/2012,35.5907,-83.469947
4,PJOR,24-6-6/17/2012,06/17/2012,35.5907,-83.469947
5,PJOR,24-6-6/17/2012,06/17/2012,35.5907,-83.469947
1,GPOR,24-6-6/17/2012,06/17/2012,35.5907,-83.469947
1,DWRI,24-6-6/17/2012,06/17/2012,35.5907,-83.469947
2,PJOR,24-6-6/17/2012,06/17/2012,35.5907,-83.469947
1,EWIL,36-2-6/17/2012,06/17/2012,35.598546,-83.413689
5,PJOR,36-2-6/17/2012,06/17/2012,35.598546,-83.413689
2,DWRI,36-2-6/17/2012,06/17/2012,35.598546,-83.413689
1,EWIL,36-2-6/17/2012,06/17/2012,35.598546,-83.413689
8,PJOR,36-2-6/17/2012,06/17/2012,35.598546,-83.413689
1,DWRI,36-2-6/17/2012,06/17/2012,35.598546,-83.413689
5,PJOR,36-2-6/17/2012,06/17/2012,35.598546,-83.413689
2,DWRI,36-2-6/17/2012,06/17/2012,35.598546,-83.413689
1,DOCO,36-2-6/17/2012,06/17/2012,35.598546,-83.413689
12,PJOR,36-2-6/17/2012,06/17/2012,35.598546,-83.413689
2,DWRI,36-2-6/17/2012,06/17/2012,35.598546,-83.413689
1,DOCO,36-2-6/17/2012,06/17/2012,35.598546,-83.413689
2,PJOR,36-2-6/17/2012,06/17/2012,35.598546,-83.413689
2,DWRI,36-2-6/17/2012,06/17/2012,35.598546,-83.413689
1,DOCO,14-2-6/17/2012,06/17/2012,35.60011,-83.408492
2,EWIL,14-2-6/17/2012,06/17/2012,35.60011,-83.408492
1,PJOR,14-2-6/17/2012,06/17/2012,35.60011,-83.408492
0,NA,14-2-6/17/2012,06/17/2012,35.60011,-83.408492
1,EWIL,14-2-6/17/2012,06/17/2012,35.60011,-83.408492
1,EWIL,14-2-6/17/2012,06/17/2012,35.60011,-83.408492
1,PJOR,14-2-6/17/2012,06/17/2012,35.60011,-83.408492
2,PJOR,14-2-6/17/2012,06/17/2012,35.60011,-83.408492
1,EWIL,60-2-6/17/2012,06/17/2012,35.590065,-83.370603
2,PJOR,60-2-6/17/2012,06/17/2012,35.590065,-83.370603
1,EWIL,60-2-6/17/2012,06/17/2012,35.590065,-83.370603
1,PJOR,60-2-6/17/2012,06/17/2012,35.590065,-83.370603
1,EWIL,60-2-6/17/2012,06/17/2012,35.590065,-83.370603
2,PJOR,60-2-6/17/2012,06/17/2012,35.590065,-83.370603
2,PJOR,60-2-6/17/2012,06/17/2012,35.590065,-83.370603
1,PTEY,60-2-6/17/2012,06/17/2012,35.590065,-83.370603
3,EWIL,60-2-6/17/2012,06/17/2012,35.590065,-83.370603
3,PJOR,60-2-6/17/2012,06/17/2012,35.590065,-83.370603
1,EWIL,8-2-6/17/2012,06/17/2012,35.58855,-83.363814
1,PTEY,8-2-6/17/2012,06/17/2012,35.58855,-83.363814
1,EWIL,8-2-6/17/2012,06/17/2012,35.58855,-83.363814
2,PJOR,8-2-6/17/2012,06/17/2012,35.58855,-83.363814
0,NA,8-2-6/17/2012,06/17/2012,35.58855,-83.363814
0,NA,8-2-6/17/2012,06/17/2012,35.58855,-83.363814
0,NA,8-2-6/17/2012,06/17/2012,35.58855,-83.363814
3,DOCO,8B-3-6/17/2012,06/17/2012,35.587268,-83.363961
5,PJOR,8B-3-6/17/2012,06/17/2012,35.587268,-83.363961
2,DIMI,8B-3-6/17/2012,06/17/2012,35.587268,-83.363961
1,DOCO,8B-3-6/17/2012,06/17/2012,35.587268,-83.363961
1,EWIL,8B-3-6/17/2012,06/17/2012,35.587268,-83.363961
4,PJOR,8B-3-6/17/2012,06/17/2012,35.587268,-83.363961
3,PJOR,8B-3-6/17/2012,06/17/2012,35.587268,-83.363961
2,DOCO,8B-3-6/17/2012,06/17/2012,35.587268,-83.363961
2,PJOR,8B-3-6/17/2012,06/17/2012,35.587268,-83.363961
1,EWIL,8B-3-6/17/2012,06/17/2012,35.587268,-83.363961
4,PJOR,8B-3-6/17/2012,06/17/2012,35.587268,-83.363961
2,EWIL,61-3-6/17/2012,06/17/2012,35.553915,-83.311205
1,DWRI,61-3-6/17/2012,06/17/2012,35.553915,-83.311205
3,DWRI,61-3-6/17/2012,06/17/2012,35.553915,-83.311205
1,EWIL,61-3-6/17/2012,06/17/2012,35.553915,-83.311205
1,DWRI,61-3-6/17/2012,06/17/2012,35.553915,-83.311205
1,DMON,61-3-6/17/2012,06/17/2012,35.553915,-83.311205
0,NA,61-3-6/17/2012,06/17/2012,35.553915,-83.311205
2,PJOR,26-2-6/18/2012,06/18/2012,35.566677,-83.478502
1,DWRI,26-2-6/18/2012,06/18/2012,35.566677,-83.478502
5,PJOR,26-2-6/18/2012,06/18/2012,35.566677,-83.478502
1,PJOR,26-2-6/18/2012,06/18/2012,35.566677,-83.478502
6,PJOR,26-2-6/18/2012,06/18/2012,35.566677,-83.478502
3,PJOR,26-2-6/18/2012,06/18/2012,35.566677,-83.478502
1,PJOR,23-2-6/18/2012,06/18/2012,35.595114,-83.4596
1,PJOR,23-2-6/18/2012,06/18/2012,35.595114,-83.4596
2,PJOR,23-2-6/18/2012,06/18/2012,35.595114,-83.4596
4,PJOR,23-2-6/18/2012,06/18/2012,35.595114,-83.4596
1,PJOR,23-2-6/18/2012,06/18/2012,35.595114,-83.4596
11,PJOR,19-2-6/18/2012,06/18/2012,35.607793,-83.437558
1,PJOR,19-2-6/18/2012,06/18/2012,35.607793,-83.437558
1,DOCO,19-2-6/18/2012,06/18/2012,35.607793,-83.437558
3,PJOR,19-2-6/18/2012,06/18/2012,35.607793,-83.437558
9,PJOR,19-2-6/18/2012,06/18/2012,35.607793,-83.437558
15,PJOR,19-2-6/18/2012,06/18/2012,35.607793,-83.437558
3,PJOR,18-2-6/18/2012,06/18/2012,35.599538,-83.423346
1,PJOR,18-2-6/18/2012,06/18/2012,35.599538,-83.423346
2,PJOR,18-2-6/18/2012,06/18/2012,35.599538,-83.423346
0,NA,18-2-6/18/2012,06/18/2012,35.599538,-83.423346
0,NA,18-2-6/18/2012,06/18/2012,35.599538,-83.423346
1,PJOR,16-2-6/18/2012,06/18/2012,35.585029,-83.398824
2,PJOR,16-2-6/18/2012,06/18/2012,35.585029,-83.398824
1,EWIL,16-2-6/18/2012,06/18/2012,35.585029,-83.398824
1,PJOR,16-2-6/18/2012,06/18/2012,35.585029,-83.398824
1,EWIL,16-2-6/18/2012,06/18/2012,35.585029,-83.398824
0,NA,16-2-6/18/2012,06/18/2012,35.585029,-83.398824
3,PJOR,16-3-6/18/2012,06/18/2012,35.585079,-83.398856
0,NA,16-3-6/18/2012,06/18/2012,35.585079,-83.398856
1,PJOR,16-3-6/18/2012,06/18/2012,35.585079,-83.398856
2,PJOR,16-3-6/18/2012,06/18/2012,35.585079,-83.398856
0,NA,16-3-6/18/2012,06/18/2012,35.585079,-83.398856
0,NA,15-2-6/18/2012,06/18/2012,35.589024,-83.398946
1,PJOR,15-2-6/18/2012,06/18/2012,35.589024,-83.398946
3,PJOR,15-2-6/18/2012,06/18/2012,35.589024,-83.398946
1,PJOR,15-2-6/18/2012,06/18/2012,35.589024,-83.398946
2,PJOR,15-2-6/18/2012,06/18/2012,35.589024,-83.398946
1,PJOR,11-2-6/18/2012,06/18/2012,35.594149,-83.391929
3,PJOR,11-2-6/18/2012,06/18/2012,35.594149,-83.391929
3,PJOR,11-2-6/18/2012,06/18/2012,35.594149,-83.391929
2,PJOR,11-2-6/18/2012,06/18/2012,35.594149,-83.391929
3,PJOR,11-2-6/18/2012,06/18/2012,35.594149,-83.391929
5,PJOR,10-2-6/18/2012,06/18/2012,35.592659,-83.384563
2,PJOR,10-2-6/18/2012,06/18/2012,35.592659,-83.384563
1,PJOR,10-2-6/18/2012,06/18/2012,35.592659,-83.384563
2,PJOR,10-2-6/18/2012,06/18/2012,35.592659,-83.384563
3,PJOR,10-2-6/18/2012,06/18/2012,35.592659,-83.384563
1,EWIL,9-2-6/18/2012,06/18/2012,35.592137,-83.380176
2,PJOR,9-2-6/18/2012,06/18/2012,35.592137,-83.380176
4,PJOR,9-2-6/18/2012,06/18/2012,35.592137,-83.380176
1,EWIL,9-2-6/18/2012,06/18/2012,35.592137,-83.380176
6,PJOR,9-2-6/18/2012,06/18/2012,35.592137,-83.380176
2,EWIL,9-2-6/18/2012,06/18/2012,35.592137,-83.380176
1,DOCO,9-2-6/18/2012,06/18/2012,35.592137,-83.380176
5,PJOR,9-2-6/18/2012,06/18/2012,35.592137,-83.380176
1,DOCO,9-2-6/18/2012,06/18/2012,35.592137,-83.380176
4,PJOR,9-2-6/18/2012,06/18/2012,35.592137,-83.380176
1,PJOR,7-2-6/18/2012,06/18/2012,35.586806,-83.358182
0,NA,7-2-6/18/2012,06/18/2012,35.586806,-83.358182
0,NA,7-2-6/18/2012,06/18/2012,35.586806,-83.358182
0,NA,7-2-6/18/2012,06/18/2012,35.586806,-83.358182
0,NA,7-2-6/18/2012,06/18/2012,35.586806,-83.358182
1,PJOR,5-2-6/18/2012,06/18/2012,35.575883,-83.342859
3,PJOR,5-2-6/18/2012,06/18/2012,35.575883,-83.342859
2,PJOR,5-2-6/18/2012,06/18/2012,35.575883,-83.342859
1,PTEY,5-2-6/18/2012,06/18/2012,35.575883,-83.342859
2,PJOR,5-2-6/18/2012,06/18/2012,35.575883,-83.342859
2,PJOR,5-2-6/18/2012,06/18/2012,35.575883,-83.342859
1,PTEY,5-2-6/18/2012,06/18/2012,35.575883,-83.342859
0,NA,1-3-6/18/2012,06/18/2012,35.502525,-83.299524
0,NA,1-3-6/18/2012,06/18/2012,35.502525,-83.299524
0,NA,1-3-6/18/2012,06/18/2012,35.502525,-83.299524
0,NA,1-3-6/18/2012,06/18/2012,35.502525,-83.299524
0,NA,1-3-6/18/2012,06/18/2012,35.502525,-83.299524
0,NA,1-4-6/18/2012,06/18/2012,35.50277,-83.299662
0,NA,1-4-6/18/2012,06/18/2012,35.50277,-83.299662
0,NA,1-4-6/18/2012,06/18/2012,35.50277,-83.299662
0,NA,1-4-6/18/2012,06/18/2012,35.50277,-83.299662
0,NA,1-4-6/18/2012,06/18/2012,35.50277,-83.299662
0,NA,27-2-6/19/2012,06/19/2012,35.562655,-83.499841
0,NA,27-2-6/19/2012,06/19/2012,35.562655,-83.499841
1,DOCO,27-2-6/19/2012,06/19/2012,35.562655,-83.499841
0,NA,27-2-6/19/2012,06/19/2012,35.562655,-83.499841
2,DWRI,27-2-6/19/2012,06/19/2012,35.562655,-83.499841
1,PJOR,28-2-6/19/2012,06/19/2012,35.56338,-83.49851
0,NA,28-2-6/19/2012,06/19/2012,35.56338,-83.49851
2,PJOR,28-2-6/19/2012,06/19/2012,35.56338,-83.49851
0,NA,28-2-6/19/2012,06/19/2012,35.56338,-83.49851
0,NA,28-2-6/19/2012,06/19/2012,35.56338,-83.49851
1,PJOR,29-2-6/19/2012,06/19/2012,35.562763,-83.498024
2,PJOR,29-2-6/19/2012,06/19/2012,35.562763,-83.498024
1,DOCO,29-2-6/19/2012,06/19/2012,35.562763,-83.498024
0,NA,29-2-6/19/2012,06/19/2012,35.562763,-83.498024
0,NA,29-2-6/19/2012,06/19/2012,35.562763,-83.498024
1,PJOR,25A-2-6/19/2012,06/19/2012,35.554684,-83.496854
6,PJOR,25A-2-6/19/2012,06/19/2012,35.554684,-83.496854
6,PJOR,25A-2-6/19/2012,06/19/2012,35.554684,-83.496854
2,DOCO,25A-2-6/19/2012,06/19/2012,35.554684,-83.496854
1,PJOR,25A-2-6/19/2012,06/19/2012,35.554684,-83.496854
1,DOCO,25A-2-6/19/2012,06/19/2012,35.554684,-83.496854
1,PJOR,25A-2-6/19/2012,06/19/2012,35.554684,-83.496854
5,DOCO,25B-2-6/19/2012,06/19/2012,35.557632,-83.497283
5,DOCO,25B-2-6/19/2012,06/19/2012,35.557632,-83.497283
1,PJOR,25B-2-6/19/2012,06/19/2012,35.557632,-83.497283
2,DOCO,25B-2-6/19/2012,06/19/2012,35.557632,-83.497283
1,DOCO,25B-2-6/19/2012,06/19/2012,35.557632,-83.497283
1,PJOR,25B-2-6/19/2012,06/19/2012,35.557632,-83.497283
6,DOCO,25B-2-6/19/2012,06/19/2012,35.557632,-83.497283
0,NA,32-2-6/19/2012,06/19/2012,35.623931,-83.416427
0,NA,32-2-6/19/2012,06/19/2012,35.623931,-83.416427
0,NA,32-2-6/19/2012,06/19/2012,35.623931,-83.416427
0,NA,32-2-6/19/2012,06/19/2012,35.623931,-83.416427
2,PJOR,32-2-6/19/2012,06/19/2012,35.623931,-83.416427
5,PJOR,33-2-6/19/2012,06/19/2012,35.620921,-83.424651
1,PJOR,33-2-6/19/2012,06/19/2012,35.620921,-83.424651
4,PJOR,33-2-6/19/2012,06/19/2012,35.620921,-83.424651
0,NA,33-2-6/19/2012,06/19/2012,35.620921,-83.424651
1,PJOR,33-2-6/19/2012,06/19/2012,35.620921,-83.424651
7,PJOR,50-2-6/19/2012,06/19/2012,35.635352,-83.468263
2,EWIL,50-2-6/19/2012,06/19/2012,35.635352,-83.468263
1,DIMI,50-2-6/19/2012,06/19/2012,35.635352,-83.468263
9,PJOR,50-2-6/19/2012,06/19/2012,35.635352,-83.468263
1,DOCO,50-2-6/19/2012,06/19/2012,35.635352,-83.468263
1,EWIL,50-2-6/19/2012,06/19/2012,35.635352,-83.468263
6,DOCO,50-2-6/19/2012,06/19/2012,35.635352,-83.468263
7,PJOR,50-2-6/19/2012,06/19/2012,35.635352,-83.468263
2,DIMI,50-2-6/19/2012,06/19/2012,35.635352,-83.468263
4,PJOR,50-2-6/19/2012,06/19/2012,35.635352,-83.468263
2,DOCO,50-2-6/19/2012,06/19/2012,35.635352,-83.468263
3,DOCO,50-2-6/19/2012,06/19/2012,35.635352,-83.468263
3,PJOR,50-2-6/19/2012,06/19/2012,35.635352,-83.468263
1,DIMI,50-2-6/19/2012,06/19/2012,35.635352,-83.468263
0,NA,48-2-6/19/2012,06/19/2012,35.640482,-83.484176
0,NA,48-2-6/19/2012,06/19/2012,35.640482,-83.484176
0,NA,48-2-6/19/2012,06/19/2012,35.640482,-83.484176
0,NA,48-2-6/19/2012,06/19/2012,35.640482,-83.484176
0,NA,48-2-6/19/2012,06/19/2012,35.640482,-83.484176
0,NA,47-2-6/19/2012,06/19/2012,35.641084,-83.494929
0,NA,47-2-6/19/2012,06/19/2012,35.641084,-83.494929
0,NA,47-2-6/19/2012,06/19/2012,35.641084,-83.494929
0,NA,47-2-6/19/2012,06/19/2012,35.641084,-83.494929
0,NA,47-2-6/19/2012,06/19/2012,35.641084,-83.494929
0,NA,46-2-6/19/2012,06/19/2012,35.637556,-83.496879
0,NA,46-2-6/19/2012,06/19/2012,35.637556,-83.496879
0,NA,46-2-6/19/2012,06/19/2012,35.637556,-83.496879
0,NA,46-2-6/19/2012,06/19/2012,35.637556,-83.496879
2,PJOR,46-2-6/19/2012,06/19/2012,35.637556,-83.496879
0,NA,37-2-6/19/2012,06/19/2012,35.703845,-83.52422
0,NA,37-2-6/19/2012,06/19/2012,35.703845,-83.52422
0,NA,37-2-6/19/2012,06/19/2012,35.703845,-83.52422
0,NA,37-2-6/19/2012,06/19/2012,35.703845,-83.52422
0,NA,37-2-6/19/2012,06/19/2012,35.703845,-83.52422
0,NA,38-2-6/20/2012,06/20/2012,35.687539,-83.534708
0,NA,38-2-6/20/2012,06/20/2012,35.687539,-83.534708
0,NA,38-2-6/20/2012,06/20/2012,35.687539,-83.534708
0,NA,38-2-6/20/2012,06/20/2012,35.687539,-83.534708
0,NA,38-2-6/20/2012,06/20/2012,35.687539,-83.534708
0,NA,41-6-6/20/2012,06/20/2012,35.663766,-83.525215
0,NA,41-6-6/20/2012,06/20/2012,35.663766,-83.525215
0,NA,41-6-6/20/2012,06/20/2012,35.663766,-83.525215
0,NA,41-6-6/20/2012,06/20/2012,35.663766,-83.525215
0,NA,41-6-6/20/2012,06/20/2012,35.663766,-83.525215
0,NA,41-4-6/20/2012,06/20/2012,35.663783,-83.525456
0,NA,41-4-6/20/2012,06/20/2012,35.663783,-83.525456
0,NA,41-4-6/20/2012,06/20/2012,35.663783,-83.525456
0,NA,41-4-6/20/2012,06/20/2012,35.663783,-83.525456
0,NA,41-4-6/20/2012,06/20/2012,35.663783,-83.525456
0,NA,42-2-6/20/2012,06/20/2012,35.657595,-83.519988
0,NA,42-2-6/20/2012,06/20/2012,35.657595,-83.519988
0,NA,42-2-6/20/2012,06/20/2012,35.657595,-83.519988
0,NA,42-2-6/20/2012,06/20/2012,35.657595,-83.519988
0,NA,42-2-6/20/2012,06/20/2012,35.657595,-83.519988
0,NA,45-2-6/20/2012,06/20/2012,35.642394,-83.506181
0,NA,45-2-6/20/2012,06/20/2012,35.642394,-83.506181
1,PJOR,45-2-6/20/2012,06/20/2012,35.642394,-83.506181
1,EWIL,45-2-6/20/2012,06/20/2012,35.642394,-83.506181
0,NA,45-2-6/20/2012,06/20/2012,35.642394,-83.506181
0,NA,45-2-6/20/2012,06/20/2012,35.642394,-83.506181
0,NA,51-2-6/20/2012,06/20/2012,35.629343,-83.450408
1,PJOR,51-2-6/20/2012,06/20/2012,35.629343,-83.450408
2,PJOR,51-2-6/20/2012,06/20/2012,35.629343,-83.450408
2,PJOR,51-2-6/20/2012,06/20/2012,35.629343,-83.450408
7,PJOR,51-2-6/20/2012,06/20/2012,35.629343,-83.450408
3,EWIL,51-2-6/20/2012,06/20/2012,35.629343,-83.450408
2,PJOR,51-4-6/20/2012,06/20/2012,35.629861,-83.44982
5,PJOR,51-4-6/20/2012,06/20/2012,35.629861,-83.44982
4,PJOR,51-4-6/20/2012,06/20/2012,35.629861,-83.44982
3,PJOR,51-4-6/20/2012,06/20/2012,35.629861,-83.44982
3,PJOR,51-4-6/20/2012,06/20/2012,35.629861,-83.44982
5,PJOR,21A-3-6/20/2012,06/20/2012,35.608144,-83.448675
5,PJOR,21A-3-6/20/2012,06/20/2012,35.608144,-83.448675
6,PJOR,21A-3-6/20/2012,06/20/2012,35.608144,-83.448675
3,PJOR,21A-3-6/20/2012,06/20/2012,35.608144,-83.448675
1,DOCO,21A-3-6/20/2012,06/20/2012,35.608144,-83.448675
6,PJOR,21A-3-6/20/2012,06/20/2012,35.608144,-83.448675
4,PJOR,21A-4-6/20/2012,06/20/2012,35.608245,-83.448659
4,PJOR,21A-4-6/20/2012,06/20/2012,35.608245,-83.448659
7,PJOR,21A-4-6/20/2012,06/20/2012,35.608245,-83.448659
4,PJOR,21A-4-6/20/2012,06/20/2012,35.608245,-83.448659
2,PJOR,21A-4-6/20/2012,06/20/2012,35.608245,-83.448659
3,PJOR,21B-3-6/20/2012,06/20/2012,35.609578,-83.44864
2,PJOR,21B-3-6/20/2012,06/20/2012,35.609578,-83.44864
1,PJOR,21B-3-6/20/2012,06/20/2012,35.609578,-83.44864
2,DOCO,21B-3-6/20/2012,06/20/2012,35.609578,-83.44864
4,PJOR,21B-3-6/20/2012,06/20/2012,35.609578,-83.44864
1,DWRI,21B-3-6/20/2012,06/20/2012,35.609578,-83.44864
3,PJOR,21B-3-6/20/2012,06/20/2012,35.609578,-83.44864
3,PJOR,21B-4-6/20/2012,06/20/2012,35.609605,-83.448711
6,PJOR,21B-4-6/20/2012,06/20/2012,35.609605,-83.448711
2,PJOR,21B-4-6/20/2012,06/20/2012,35.609605,-83.448711
5,PJOR,21B-4-6/20/2012,06/20/2012,35.609605,-83.448711
5,PJOR,21B-4-6/20/2012,06/20/2012,35.609605,-83.448711
2,PJOR,13-2-6/20/2012,06/20/2012,35.598893,-83.401897
1,PJOR,13-2-6/20/2012,06/20/2012,35.598893,-83.401897
1,EWIL,13-2-6/20/2012,06/20/2012,35.598893,-83.401897
1,PJOR,13-2-6/20/2012,06/20/2012,35.598893,-83.401897
2,PJOR,13-2-6/20/2012,06/20/2012,35.598893,-83.401897
2,PJOR,13-2-6/20/2012,06/20/2012,35.598893,-83.401897
0,NA,3-2-6/20/2012,06/20/2012,35.563234,-83.330475
0,NA,3-2-6/20/2012,06/20/2012,35.563234,-83.330475
1,PTEY,3-2-6/20/2012,06/20/2012,35.563234,-83.330475
0,NA,3-2-6/20/2012,06/20/2012,35.563234,-83.330475
0,NA,3-2-6/20/2012,06/20/2012,35.563234,-83.330475
0,NA,2-2-6/20/2012,06/20/2012,35.537641,-83.301743
0,NA,2-2-6/20/2012,06/20/2012,35.537641,-83.301743
0,NA,2-2-6/20/2012,06/20/2012,35.537641,-83.301743
0,NA,2-2-6/20/2012,06/20/2012,35.537641,-83.301743
0,NA,2-2-6/20/2012,06/20/2012,35.537641,-83.301743
0,NA,37-3-6/22/2012,06/22/2012,35.70362,-83.524319
0,NA,37-3-6/22/2012,06/22/2012,35.70362,-83.524319
0,NA,37-3-6/22/2012,06/22/2012,35.70362,-83.524319
0,NA,37-3-6/22/2012,06/22/2012,35.70362,-83.524319
0,NA,37-3-6/22/2012,06/22/2012,35.70362,-83.524319
0,NA,40-3-6/22/2012,06/22/2012,35.670658,-83.527124
0,NA,40-3-6/22/2012,06/22/2012,35.670658,-83.527124
0,NA,40-3-6/22/2012,06/22/2012,35.670658,-83.527124
0,NA,40-3-6/22/2012,06/22/2012,35.670658,-83.527124
0,NA,40-3-6/22/2012,06/22/2012,35.670658,-83.527124
0,NA,43-3-6/22/2012,06/22/2012,35.653796,-83.515729
0,NA,43-3-6/22/2012,06/22/2012,35.653796,-83.515729
0,NA,43-3-6/22/2012,06/22/2012,35.653796,-83.515729
0,NA,43-3-6/22/2012,06/22/2012,35.653796,-83.515729
0,NA,43-3-6/22/2012,06/22/2012,35.653796,-83.515729
5,PJOR,46-3-6/22/2012,06/22/2012,35.637598,-83.496968
1,EWIL,46-3-6/22/2012,06/22/2012,35.637598,-83.496968
2,PJOR,46-3-6/22/2012,06/22/2012,35.637598,-83.496968
1,PJOR,46-3-6/22/2012,06/22/2012,35.637598,-83.496968
0,NA,46-3-6/22/2012,06/22/2012,35.637598,-83.496968
1,PJOR,46-3-6/22/2012,06/22/2012,35.637598,-83.496968
1,PJOR,49-3-6/22/2012,06/22/2012,35.634023,-83.470308
3,DWRI,49-3-6/22/2012,06/22/2012,35.634023,-83.470308
1,PJOR,49-3-6/22/2012,06/22/2012,35.634023,-83.470308
1,DIMI,49-3-6/22/2012,06/22/2012,35.634023,-83.470308
1,DOCO,49-3-6/22/2012,06/22/2012,35.634023,-83.470308
1,PJOR,49-3-6/22/2012,06/22/2012,35.634023,-83.470308
2,PJOR,49-3-6/22/2012,06/22/2012,35.634023,-83.470308
1,DIMI,49-3-6/22/2012,06/22/2012,35.634023,-83.470308
1,DOCO,49-3-6/22/2012,06/22/2012,35.634023,-83.470308
1,DWRI,49-3-6/22/2012,06/22/2012,35.634023,-83.470308
1,PJOR,19-3-6/22/2012,06/22/2012,35.607776,-83.437505
1,PJOR,19-3-6/22/2012,06/22/2012,35.607776,-83.437505
3,PJOR,19-3-6/22/2012,06/22/2012,35.607776,-83.437505
2,DOCO,19-3-6/22/2012,06/22/2012,35.607776,-83.437505
1,DIMI,19-3-6/22/2012,06/22/2012,35.607776,-83.437505
7,PJOR,19-3-6/22/2012,06/22/2012,35.607776,-83.437505
1,DOCO,19-3-6/22/2012,06/22/2012,35.607776,-83.437505
7,PJOR,19-3-6/22/2012,06/22/2012,35.607776,-83.437505
1,EWIL,19-3-6/22/2012,06/22/2012,35.607776,-83.437505
1,DOCO,19-3-6/22/2012,06/22/2012,35.607776,-83.437505
1,DWRI,15-3-6/22/2012,06/22/2012,35.589157,-83.399026
3,PJOR,15-3-6/22/2012,06/22/2012,35.589157,-83.399026
3,PJOR,15-3-6/22/2012,06/22/2012,35.589157,-83.399026
1,PTEY,15-3-6/22/2012,06/22/2012,35.589157,-83.399026
1,PJOR,15-3-6/22/2012,06/22/2012,35.589157,-83.399026
4,PJOR,15-3-6/22/2012,06/22/2012,35.589157,-83.399026
3,PJOR,13-3-6/22/2012,06/22/2012,35.598891,-83.401945
1,EWIL,13-3-6/22/2012,06/22/2012,35.598891,-83.401945
3,DWRI,13-3-6/22/2012,06/22/2012,35.598891,-83.401945
1,PJOR,13-3-6/22/2012,06/22/2012,35.598891,-83.401945
5,DWRI,13-3-6/22/2012,06/22/2012,35.598891,-83.401945
2,PJOR,13-3-6/22/2012,06/22/2012,35.598891,-83.401945
2,DWRI,13-3-6/22/2012,06/22/2012,35.598891,-83.401945
1,EWIL,13-3-6/22/2012,06/22/2012,35.598891,-83.401945
2,PJOR,13-3-6/22/2012,06/22/2012,35.598891,-83.401945
3,DWRI,13-3-6/22/2012,06/22/2012,35.598891,-83.401945
2,EWIL,13-3-6/22/2012,06/22/2012,35.598891,-83.401945
6,PJOR,13-3-6/22/2012,06/22/2012,35.598891,-83.401945
6,DWRI,13-3-6/22/2012,06/22/2012,35.598891,-83.401945
1,EWIL,13-3-6/22/2012,06/22/2012,35.598891,-83.401945
4,DWRI,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
1,EWIL,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
2,PJOR,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
3,PJOR,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
1,DOCO,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
3,DWRI,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
2,PJOR,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
4,DWRI,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
5,EWIL,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
2,PJOR,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
4,DWRI,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
5,EWIL,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
1,DIMI,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
1,DOCO,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
1,PJOR,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
9,EWIL,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
2,DWRI,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
2,DOCO,9-3-6/22/2012,06/22/2012,35.592059,-83.379859
2,PJOR,7-3-6/22/2012,06/22/2012,35.586784,-83.358102
